age_group,sex,smoking_status,history_variable,n,mean,sd,minimum,maximum,p01,p05,p25,p50,p75,p95,p99,source_n_exact_age_group,source_n_sex_status_model,synthetic_n,plco_role,distribution_recommendation,source_dataset,source_processing
65-69,female,current,cigarettes_per_day,1250,11.890595708800875,5.0403506059268155,3.985264350852031,21.747851768430458,3.985264350852031,4.2372055585692685,7.816055970603675,10.257366800149734,17.211043671920706,18.837485846142606,21.420646544273804,6,34,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,female,current,smoking_duration,1250,48.603382385208,4.991469982709566,34.820960709013235,59.17904226096125,35.18399490771221,37.05334250108331,46.49802941491679,49.23133155534568,51.99416720880777,55.59727493377552,57.556021295445305,6,34,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,female,current,years_since_quitting,1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,34,1250,plcom2012_predictor,structural_zero,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,female,current,standard_pack_years,1250,28.942700013353047,12.933707423717543,9.126929581081733,56.94692681627191,9.304290487927418,9.838041460825625,20.32302930829433,25.00000079938593,41.65348898915342,50.346144117275685,56.86134049708279,6,34,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,female,current,adjusted_pack_years,1250,28.70096250422753,12.874165872643955,9.033365527971565,56.734866082079385,9.217031182498932,9.731823274560108,20.156047903260767,24.83155211902257,41.28809890880491,50.0836326403817,56.6260154451929,6,34,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,female,former,age_at_initiation,1250,17.216810362528793,3.694218130621624,10.197135160002146,29.23958815030891,10.509727846438803,12.0,14.362468305227097,17.424621043257027,19.056072890668784,25.344727106960356,28.868679934780506,7,38,1250,derived_history_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,female,former,age_at_stopping,1250,45.27634847939735,11.77004111883993,25.64052155368592,66.47554609351607,25.800845185822595,26.289149836932715,34.39873357102773,46.92939667631803,54.856051936830525,62.89006324801103,65.22319568656998,7,38,1250,chronology_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,female,former,cigarettes_per_day,1250,17.066547657832515,6.180018667234612,6.23263207504718,34.27674374629497,6.23263207504718,6.301162317373027,11.942416426717408,17.86936750815162,20.649739212962647,28.531468051300664,33.568808656857634,7,38,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,female,former,smoking_duration,1250,28.059538116868563,11.291024162006206,6.3110369064166285,49.282209396456956,6.5991720179366595,9.456290926016084,16.246328962791917,28.141944479661166,38.0,44.90019561393091,47.48646495868584,7,38,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,female,former,years_since_quitting,1250,21.72365152060265,11.787659304655271,2.084489801092971,42.82347526822005,2.2842055751835915,4.47853778428248,11.893069097731717,20.10643761211975,33.0,40.10161514361418,42.31898214830491,7,38,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,female,former,standard_pack_years,1250,24.890802855556636,15.131632043678822,4.201463398912484,72.11397906891949,4.405295339733742,5.82850829451316,12.342504518628903,21.512969342753138,36.36551365329227,50.88754517117192,69.00815661203833,7,38,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,female,former,adjusted_pack_years,1250,23.21169608863549,15.052225679932343,2.4820606481490985,60.0,2.731429446341406,3.488212382738449,11.685620127515838,20.646715009360637,35.59175147497733,49.45062650685239,60.0,7,38,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,current,age_at_initiation,1250,18.84283048822176,5.772843997239881,11.708742953513182,31.90582515914343,11.856547298146637,12.157165450519386,15.121161446529905,17.478049172308154,18.81904833454721,31.36839259750937,31.90582515914343,6,32,1250,derived_history_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,current,cigarettes_per_day,1250,19.398532705543342,9.001149033101731,6.496397024827189,43.830313424885865,6.496397024827189,6.940620655728214,13.59825952662986,19.370247197780962,20.398688419399342,43.39398063268534,43.73300170013965,6,32,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,current,smoking_duration,1250,48.15716951177824,5.889411746241829,35.033949730157985,57.29125704648682,35.033949730157985,35.59637792334023,46.91932921184251,49.88300930261212,52.0,54.93557806005346,56.214791253672914,6,32,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,current,years_since_quitting,1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,32,1250,plcom2012_predictor,structural_zero,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,current,standard_pack_years,1250,45.83933449904306,19.92430179990653,16.355026029924396,115.81882095143494,16.380524844719684,17.63398019707425,34.469369564297594,46.33164109411676,51.977096891851275,91.0000087717886,113.3867212799083,6,32,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,current,adjusted_pack_years,1250,42.02065125709001,12.587780585180285,16.24862834154852,60.0,16.263611022791675,17.531426649472213,34.26065728410104,45.93618509151288,51.619738517358584,60.0,60.0,6,32,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,former,age_at_initiation,1250,15.820566033208559,3.4292486164069023,9.300251757355486,25.857416733117457,9.511587829676632,9.975667928323377,13.588775563983091,15.826335249422137,18.011812569338108,21.86440253703073,25.6569499142307,21,63,1250,derived_history_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,former,age_at_stopping,1250,42.21399785154043,12.37751382507138,20.0,66.61845451002601,20.15673676766045,22.959578747545173,30.452757226435537,40.886014063106465,49.64311847089632,63.992024612898454,65.82538644207708,21,63,1250,chronology_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,former,cigarettes_per_day,1250,21.798828426700233,10.172179786494688,6.122176864661,45.13436555589887,6.1427332131123835,6.211982285888545,14.616042407570692,19.809145290126423,29.26843985249834,40.00000143138984,43.78751082616653,21,63,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,former,smoking_duration,1250,26.39343181833187,12.871126846156375,3.1469765616268326,55.78501065296291,3.3413321811852015,9.094897218612322,15.560608945507253,25.186440123153062,34.56992153428946,51.58825968201053,54.77027776091628,21,63,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,former,years_since_quitting,1250,24.786002148459566,12.335529991019618,1.9050329145111036,49.0,2.1062069162367334,3.0874124684459616,17.205119724168277,25.315511733125085,35.85273682030184,43.38326348853472,46.18124244213848,21,63,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,former,standard_pack_years,1250,29.1150763549713,19.20950383264296,2.2478384948082537,83.67752031473677,2.4307615489110797,5.250000262000574,12.426200355953785,28.96645866619985,41.21234284330886,65.40230438799495,76.17586435810539,21,63,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
65-69,male,former,adjusted_pack_years,1250,26.330787190888618,18.23575657170894,0.6068949159582793,60.0,0.6904374062722414,2.822976509233795,9.431253777715112,24.384358813637746,39.48888915169243,60.0,60.0,21,63,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,current,age_at_initiation,1250,19.08291337649989,5.859368601774523,9.133201021870901,35.726493414277854,9.302033567378011,12.213582165986843,14.451441906426501,18.277950897908028,21.343992949606612,32.74437282688387,35.46806001074085,4,34,1250,derived_history_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,current,cigarettes_per_day,1250,11.120070858256504,4.641152133770961,3.985264350852031,20.000000677601832,3.985264350852031,3.985264350852031,7.218144120516154,11.80499913876853,15.787485959798898,17.22846575639092,19.461968261021298,4,34,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,current,smoking_duration,1250,52.91708662350011,6.038430915654364,37.25562717311613,64.8667989781291,37.539369866413516,38.37659905901157,50.32200300661201,53.31048558885452,57.21911927021186,61.076385878225736,63.69796643262199,4,34,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,current,years_since_quitting,1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,34,1250,plcom2012_predictor,structural_zero,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,current,standard_pack_years,1250,29.518206773971976,13.271465548410129,9.695352517636891,57.121403360320315,9.861974491254685,10.37319950513172,20.34909059735802,25.996138250790814,42.50064599989714,50.7582714426706,57.100944023449856,4,34,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,current,adjusted_pack_years,1250,29.351307200800463,13.244540864519173,9.620628525328595,56.99883861513356,9.792063565454193,10.316304735855436,20.231409736133344,25.901466304572793,42.26647574258983,50.61815734488468,56.97119279102434,4,34,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,former,age_at_initiation,1250,17.439002221639605,4.280804064131364,9.967784317112944,32.02220724060075,10.0,11.581897010690595,14.051473376828728,17.39517348867743,19.600687327035594,27.074328015232375,31.34775305188893,7,38,1250,derived_history_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,former,age_at_stopping,1250,47.89963040405061,12.922454467564695,26.273733575269837,70.6950131837279,26.47727500329678,27.76823129469821,35.79457312054778,50.17426459569957,58.13007492700214,67.34108441522625,69.87646626722272,7,38,1250,chronology_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,former,cigarettes_per_day,1250,17.45277618711499,6.696291438747198,5.98564541500037,37.32639370418616,5.98564541500037,6.240316876532407,12.072338774032799,18.004089824688286,21.479099913082724,26.260383712875303,35.951511580485686,7,38,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,former,smoking_duration,1250,30.460628182411007,12.469643551175457,7.005690087775243,52.588357722115646,7.116229786596314,9.92889094598005,17.156847975136486,30.374953681452254,41.48804241769243,49.17128085843008,52.10746411216039,7,38,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,former,years_since_quitting,1250,24.100369595949388,12.927805352424851,2.6589155847737516,47.130423758837225,2.8025895190026517,4.204994983289936,14.0,21.904240819012266,36.611324837064544,44.25717362868964,46.23176870530179,7,38,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,former,standard_pack_years,1250,27.731854555332685,17.39507039498446,4.545220044081876,82.24567392662073,4.610227323670019,6.311496953779536,12.440395596818169,22.73593569215854,42.8615207940612,52.65732211347447,78.2805354937158,7,38,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,female,former,adjusted_pack_years,1250,25.945631505127583,16.812866276891157,3.0994917784224034,60.0,3.204767673453561,3.6016952153201975,12.170873628371185,22.12327858503339,42.24964693397122,52.15700655049428,60.0,7,38,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,current,age_at_initiation,1250,19.262785289286196,6.8034420214066245,11.066922141419486,35.42726785250025,11.294206839071304,11.72188506484159,14.954810823686502,17.63439953599931,19.149354692181063,34.58129371052047,35.42726785250025,3,32,1250,derived_history_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,current,cigarettes_per_day,1250,18.285820480016135,8.469969266209192,6.160865643568472,43.89347458851564,6.160865643568472,6.332490665232594,12.9081096966532,18.619859124743275,19.69476295876974,42.15669329611928,43.88282499914286,3,32,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,current,smoking_duration,1250,52.73721471071379,6.887783317386805,37.51197569141658,62.93307785858052,37.51197569141658,38.18328790938581,51.575022517076,54.836165259901776,57.535322524597845,60.25184798536853,62.70579316092869,3,32,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,current,years_since_quitting,1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,32,1250,plcom2012_predictor,structural_zero,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,current,standard_pack_years,1250,47.47468514582408,21.19309532499929,16.366974802443995,120.0,16.424465449060648,17.76472400910409,35.54572048679423,48.30704537698391,54.629275370028175,99.61074710202791,120.0,3,32,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,current,adjusted_pack_years,1250,43.51512962133596,13.075226517580587,16.26995994976365,60.0,16.33579149351831,17.70589838807878,35.406674573093774,47.97814787106751,54.482556603785326,60.0,60.0,3,32,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,former,age_at_initiation,1250,15.313501639284912,3.8151016733701355,8.781674047461335,27.761856133436737,8.80274355624633,9.092236646260918,12.76308673260673,14.972317394644984,17.588546926691677,22.04513991925323,27.26709279594281,9,63,1250,derived_history_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,former,age_at_stopping,1250,43.41827004471781,13.311525454454413,19.984033793020053,70.73617506678175,20.139097720086554,23.096864319756353,31.64924373580549,42.006069059904746,51.49515649998407,67.39508312940794,69.83648338045606,9,63,1250,chronology_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,former,cigarettes_per_day,1250,23.332089134506916,11.721625320750988,5.920140176474387,49.92470816712142,5.920140176474387,6.178777199511556,14.988201613810919,20.66564546818293,31.9942199278819,44.55069803307599,47.692100545524944,9,63,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,former,smoking_duration,1250,28.1047684054329,13.773617275078102,3.632427741882232,59.989999434419076,3.8018370180623933,8.617366477072391,17.09546818319145,26.895948381908752,36.52202994044605,55.03523945371279,58.50285592848107,9,63,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,former,years_since_quitting,1250,28.58172995528219,13.377779106971513,2.5290915474090383,53.73779281719504,3.0032060428920015,4.163516619543941,20.104878531949225,29.11450101923485,40.13288030069065,48.90313568024365,51.59204787773549,9,63,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,former,standard_pack_years,1250,33.313505057105395,22.743176942782714,2.698368793295037,96.47652458417105,2.847667980162064,4.936115451245731,11.695470625970888,32.72174624870759,47.03753197129589,75.4003088481717,88.76954757515132,9,63,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
70-74,male,former,adjusted_pack_years,1250,29.31376155545646,19.5969913930027,0.8218756874962285,60.0,0.9006154522007348,3.3118645881225137,11.219532327875715,28.355785298939768,45.39554672489909,60.0,60.0,9,63,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,current,age_at_initiation,1250,19.435535285174645,7.3041534751668085,8.584712032641804,41.78787554107829,8.634499699761829,11.350430687222815,13.802285219205807,18.323266022020825,21.794312227922614,36.67902188015334,40.27405120736217,1,34,1250,derived_history_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,current,cigarettes_per_day,1250,10.394098166447723,4.043330075027585,3.985264350852031,18.272524041084417,3.985264350852031,4.284431921716489,6.996044156491736,8.95738064190014,14.8002833593516,15.725171972487836,17.835709197490072,1,34,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,current,smoking_duration,1250,57.56446471482535,7.464400454315417,37.21212445892171,70.31571263311815,37.72594879263783,38.546472901392534,54.660545808148164,58.579444187343086,62.933523266905965,67.04749482112796,68.89989625712697,1,34,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,current,years_since_quitting,1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,34,1250,plcom2012_predictor,structural_zero,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,current,standard_pack_years,1250,29.975646286385007,12.698545870672762,10.512393339091162,58.09786308518346,10.74394189625311,11.384648405783564,21.53104773447188,26.297203345029335,41.73255898381057,51.03679602832345,57.74481233980238,1,34,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,current,adjusted_pack_years,1250,29.85842092467166,12.695538855466621,10.458625337493382,58.02951192591841,10.694995453587058,11.327272851186295,21.321721361331615,25.98604107389546,41.60226284919561,50.93649762086862,57.66784378933445,1,34,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,former,age_at_initiation,1250,19.23159668478425,4.764187047262533,10.19583176258269,35.606920813831195,10.404624435839654,12.484465006286896,15.652859548260892,19.316301034945027,21.943268204021198,27.231148996503382,34.20132073679417,3,38,1250,derived_history_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,former,age_at_stopping,1250,49.053212593591724,13.132199985268024,27.08420650326504,74.69749665861704,27.626755255919747,29.9071610330945,35.837613421277574,51.016030420495845,58.749079115141,70.37651655984116,73.8703913807215,3,38,1250,chronology_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,former,cigarettes_per_day,1250,18.362806217182392,7.986956992381138,5.018134413915998,42.405866515305966,5.018134413915998,5.517321613253825,11.714412779984885,19.338803915841233,22.791783655023337,32.89414151422706,41.12374991190477,3,38,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,former,smoking_duration,1250,29.82161590880747,12.486300851246003,7.0029216956409215,53.567921085791966,7.2084188884836955,10.006703530193043,17.055471193015784,29.201357928988234,41.21183069894442,48.34445467930135,53.51710743318431,3,38,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,former,years_since_quitting,1250,27.946787406408273,13.110947537395866,3.503708605378094,50.96320926532961,3.965842230431761,6.484008911685805,18.677674085840593,26.639543600281016,40.38921814000416,47.5743973697833,49.37324474408025,3,38,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,former,standard_pack_years,1250,28.882684360068584,19.763143203943873,3.6455546488599793,92.46915271090265,4.159106857158128,6.025974036347835,10.32135654225589,23.84648359963915,44.440984909837056,65.1030645214455,90.19297066035917,3,38,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,female,former,adjusted_pack_years,1250,26.485845615733684,17.952333473133603,2.7929366389869688,60.0,3.189530885405435,4.24001690284074,10.07653411985731,22.29461260698932,43.8115667789925,60.0,60.0,3,38,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,current,age_at_initiation,1250,20.498505835010643,9.169930230593602,9.94532242728959,41.42571369444872,10.181462019855381,10.69063574689465,14.480327861327797,18.092048872209354,21.87862519430136,39.92482063307002,41.42571369444872,3,32,1250,derived_history_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,current,cigarettes_per_day,1250,18.32022063256946,8.149956998257366,6.173378277261422,43.60100370163692,6.173378277261422,6.415292691394481,13.014519307998969,18.726439358617892,19.865066078125793,37.81951137150561,43.47157778877087,3,32,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,current,smoking_duration,1250,56.50149416498935,9.239600771605334,37.57428630555128,69.0546775727104,37.57428630555128,38.07517936692998,55.45748418611227,59.69038135640497,62.640328895925464,66.54327637131178,68.81853798014461,3,32,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,current,years_since_quitting,1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,32,1250,plcom2012_predictor,structural_zero,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,current,standard_pack_years,1250,50.669092662539406,21.723080926207533,17.28091726711169,120.0,17.958597244029963,20.462988336936746,37.73669522303902,50.39715857602708,59.28835768534597,106.41984629434751,120.0,3,32,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,current,adjusted_pack_years,1250,46.14188926438112,13.449358524468144,17.216920691638634,60.0,17.90084709166965,20.391484614882156,37.25383132932375,50.04768587271793,59.18146807582937,60.0,60.0,3,32,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,former,age_at_initiation,1250,16.277517569104315,4.376360725331351,8.80781094608276,30.401141611066816,8.80781094608276,9.221425499479153,13.388152095196535,15.849875676554813,18.677406759056232,24.249810008164147,29.913971450449612,14,63,1250,derived_history_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,former,age_at_stopping,1250,45.01048806319471,14.298460913184567,20.424252036727758,74.73801448472864,20.628478114743636,24.04429269120367,33.010508256953216,43.411387490416246,52.618264403201174,71.96917647972984,73.61619796451282,14,63,1250,chronology_input,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,former,cigarettes_per_day,1250,24.671986849666528,13.343910451289902,4.962684053728912,51.08659352812647,4.962684053728912,5.626129283346412,15.152324694790195,21.396598497447705,34.606860230800415,50.30982457779373,51.08659352812647,14,63,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,former,smoking_duration,1250,28.73297049409039,14.822638464285664,3.778240034787622,62.718644671316035,4.048826763067403,8.808385915613961,17.2020603412999,26.257558678135005,36.61524991424253,60.519040215152046,62.267665772323866,14,63,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,former,years_since_quitting,1250,31.989511936805293,14.327380077188439,3.494584611520409,57.9992255059195,3.9071449045394786,5.157542627833095,23.637786906805943,33.18991130799806,44.04424155916497,53.03454162867574,55.55630132778575,14,63,1250,plcom2012_predictor,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,former,standard_pack_years,1250,35.47300210831983,25.02219390853844,2.7609631649518547,110.86956979712276,3.0270909919919275,5.998005988546383,14.507297405032395,34.789994778181764,49.5739778254415,82.20517713057473,104.65798870250937,14,63,1250,derived_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
75-79,male,former,adjusted_pack_years,1250,30.30003421951439,19.93358251125272,0.868733996664834,60.0,1.0078546056010187,3.723815787690463,10.289858488221434,30.324664657679296,47.33093680513625,60.0,60.0,14,63,1250,eligibility_validation_measure,synthetic_predictive_quantile,data_raw/eurobarometer.dta,robust_penalised_spline_with_complete_residual_vector_resampling
